UID,state
246350154.0,Dread
53352407.0,Dread
208485682.0,Dread
1616012.0,Dread
48442718.0,Dread
80125606.0,Dread
35631144.0,Dread
443770167.0,Dread
40351313.0,Dread
469384617.0,Dread
83093553.0,Dread
41509626.0,Dread
455152691.0,Dread
931287427.0,Dread
9911365.0,Dread
15328267.0,Dread
99373688.0,Dread
47676747.0,Dread
235053489.0,Dread
13772431.0,Dread
48283707.0,Dread
80022652.0,Dread
89835446.0,Dread
86277324.0,Dread
427117509.0,Dread
401330860.0,Dread
213707715.0,Dread
964214334.0,Dread
61782030.0,Dread
758419323.0,Dread
37558770.0,Dread
31417276.0,Dread
5205713.0,Dread
59904221.0,Dread
849308357.0,Dread
683400689.0,Dread
10556811.0,Dread
23789759.0,Dread
53112835.0,Dread
764752508.0,Dread
280867554.0,Dread
213707330.0,Dread
378847688.0,Dread
221053403.0,Dread
854504175.0,Dread
75253315.0,Dread
13018040.0,Dread
70287807.0,Dread
79040771.0,Dread
27443693.0,Dread
98053512.0,Dread
4713972.0,Dread
360596197.0,Dread
4832702.0,Dread
36010799.0,Dread
890207232.0,Dread
17104288.0,Dread
24418472.0,Dread
567334889.0,Dread
43724496.0,Dread
132304442.0,Dread
60106945.0,Dread
976107719.0,Dread
458102899.0,Dread
513930932.0,Dread
626362939.0,Dread
951547662.0,Dread
833061342.0,Dread
950430203.0,Dread
960914218.0,Dread
18787730.0,Dread
842618973.0,Dread
130911223.0,Dread
77230878.0,Dread
33960986.0,Dread
617323917.0,Dread
16124398.0,Dread
16097484.0,Dread
292699331.0,Dread
87631919.0,Dread
76700659.0,Dread
13735990.0,Dread
72380184.0,Dread
87548831.0,Dread
180210564.0,Dread
95008507.0,Dread
3212196.0,Dread
75998042.0,Dread
10184490.0,Dread
85819178.0,Dread
801124067.0,Dread
560996959.0,Dread
31735248.0,Dread
360946487.0,Dread
30680849.0,Dread
321906338.0,Dread
70168043.0,Dread
11984440.0,Dread
61542106.0,Dread
46712546.0,Dread
87754984.0,Dread
99854947.0,Dread
85593186.0,Dread
23969643.0,Dread
97507483.0,Dread
69205710.0,Dread
115188436.0,Dread
62974641.0,Dread
57218234.0,Dread
30906044.0,Dread
9064172.0,Dread
652219576.0,Dread
62767208.0,Dread
79664574.0,Dread
960070603.0,Dread
245391825.0,Dread
592909542.0,Dread
92867284.0,Dread
28592277.0,Dread
323880202.0,Dread
17699933.0,Dread
67550891.0,Dread
289599161.0,Dread
884033346.0,Dread
546738006.0,Dread
606145996.0,Dread
50527231.0,Dread
250642927.0,Dread
203252108.0,Dread
183154553.0,Dread
365216452.0,Dread
11889075.0,Dread
4163257.0,Dread
691132444.0,Dread
219900700.0,Dread
17161085.0,Dread
996246140.0,Dread
325133822.0,Dread
83590832.0,Dread
31020198.0,Dread
109850122.0,Dread
460537165.0,Dread
521153054.0,Dread
28296218.0,Dread
29759801.0,Dread
109088804.0,Dread
88604441.0,Dread
620372643.0,Dread
75293688.0,Dread
72181920.0,Dread
2881376.0,Dread
79251223.0,Dread
472616557.0,Dread
272459601.0,Dread
25207504.0,Dread
404048667.0,Dread
783394003.0,Dread
918237622.0,Dread
72258559.0,Dread
674136882.0,Dread
25184706.0,Dread
598180195.0,Dread
9024487.0,Dread
71094746.0,Dread
870564166.0,Dread
25010336.0,Dread
85255823.0,Dread
32947481.0,Dread
45265581.0,Dread
99534522.0,Dread
50476700.0,Dread
82053483.0,Dread
37937144.0,Dread
90221661.0,Dread
231792906.0,Dread
130599055.0,Dread
593869836.0,Dread
53951648.0,Dread
59946108.0,Dread
1305939.0,Dread
75074771.0,Dread
21597416.0,Dread
226021319.0,Dread
24675943.0,Dread
51845608.0,Dread
18331410.0,Dread
45045042.0,Dread
348121000.0,Dread
735148479.0,Dread
434747593.0,Dread
33750613.0,Dread
11117313.0,Dread
7337171.0,Dread
411133003.0,Dread
867657675.0,Dread
949939766.0,Dread
47031449.0,Dread
86599284.0,Dread
85032561.0,Dread
28736162.0,Dread
712041427.0,Dread
30367538.0,Dread
61007632.0,Dread
932148221.0,Dread
24553139.0,Dread
422855798.0,Dread
347926892.0,Dread
78101621.0,Dread
763196723.0,Dread
73449417.0,Dread
77731726.0,Dread
354901417.0,Dread
91223952.0,Dread
175229369.0,Dread
144178463.0,Dread
412558641.0,Dread
73297947.0,Dread
76109679.0,Dread
390404517.0,Dread
44043749.0,Dread
571012342.0,Dread
73416364.0,Dread
586979766.0,Dread
811627323.0,Dread
74930970.0,Dread
85314619.0,Dread
98433575.0,Dread
99160423.0,Dread
65924865.0,Dread
83763084.0,Dread
892893674.0,Dread
824014033.0,Dread
28217756.0,Dread
78977170.0,Dread
72612917.0,Dread
31729817.0,Dread
11942920.0,Dread
868442812.0,Dread
169236939.0,Dread
74545968.0,Dread
95865275.0,Dread
91144748.0,Dread
415274083.0,Dread
699658881.0,Dread
840787328.0,Dread
12518712.0,Dread
17133563.0,Dread
262053962.0,Dread
242846312.0,Dread
86259708.0,Dread
67810182.0,Dread
553565713.0,Dread
275501178.0,Dread
71880123.0,Dread
108135094.0,Dread
14881980.0,Dread
25871921.0,Dread
550759000.0,Dread
112708923.0,Dread
620807320.0,Dread
481874872.0,Dread
33404734.0,Dread
632060112.0,Dread
48159555.0,Dread
2902742.0,Dread
574991964.0,Dread
928626489.0,Dread
11173991.0,Dread
994792810.0,Dread
18094645.0,Dread
2368061.0,Dread
516989729.0,Dread
647304384.0,Dread
850603199.0,Dread
63510379.0,Dread
33277048.0,Dread
506357211.0,Dread
660173890.0,Dread
19306694.0,Dread
36123869.0,Dread
24747057.0,Dread
660120298.0,Dread
98883323.0,Dread
193064103.0,Dread
40227833.0,Dread
73814371.0,Dread
61439853.0,Dread
927796517.0,Dread
41234166.0,Dread
88378472.0,Dread
99282326.0,Dread
525473456.0,Dread
4026494.0,Dread
29131067.0,Dread
910842287.0,Dread
3412503.0,Dread
65788202.0,Dread
32814782.0,Dread
63374056.0,Dread
52165231.0,Dread
381295714.0,Dread
48661859.0,Dread
263208974.0,Dread
312524779.0,Dread
48775418.0,Dread
41436180.0,Dread
20157270.0,Dread
23200892.0,Dread
250053698.0,Dread
247136679.0,Dread
43065799.0,Dread
473196268.0,Dread
290637352.0,Dread
37684291.0,Dread
24303979.0,Dread
91945867.0,Dread
24595399.0,Dread
644440553.0,Dread
5472257.0,Dread
735287332.0,Dread
94669879.0,Dread
226076795.0,Dread
522008558.0,Dread
96278196.0,Dread
97668531.0,Dread
753731984.0,Dread
91342852.0,Dread
325649051.0,Dread
721676954.0,Dread
920163847.0,Dread
820635353.0,Dread
426043003.0,Dread
39624367.0,Dread
48253376.0,Dread
81581834.0,Dread
48927655.0,Dread
188344313.0,Dread
883216157.0,Dread
18004380.0,Dread
50245113.0,Dread
212528146.0,Dread
750882049.0,Dread
98722767.0,Dread
276962907.0,Dread
64464592.0,Dread
7132613.0,Dread
476056666.0,Dread
421261505.0,Dread
85850371.0,Dread
387154703.0,Dread
4854175.0,Dread
776218146.0,Dread
91742543.0,Dread
98458544.0,Dread
60247910.0,Dread
693715095.0,Dread
621307537.0,Dread
866505613.0,Dread
890130238.0,Dread
91379595.0,Dread
10752604.0,Dread
39077676.0,Dread
85632384.0,Dread
1262624.0,Dread
284061012.0,Dread
64241725.0,Dread
209772330.0,Dread
408117535.0,Dread
164641099.0,Dread
696431229.0,Dread
575012527.0,Dread
250438413.0,Dread
405759138.0,Dread
915710881.0,Dread
51472600.0,Dread
76218587.0,Dread
19188431.0,Dread
755544916.0,Dread
50091065.0,Dread
685571402.0,Dread
240360862.0,Dread
353852024.0,Dread
958237551.0,Dread
831418193.0,Dread
959936382.0,Dread
671117885.0,Dread
64206452.0,Dread
12548887.0,Dread
51938807.0,Dread
25231574.0,Dread
346530730.0,Dread
960338437.0,Dread
690730856.0,Dread
86267866.0,Dread
48418524.0,Dread
2215881.0,Dread
912570170.0,Dread
99790891.0,Dread
28117969.0,Dread
41466495.0,Dread
56893557.0,Dread
388007528.0,Dread
88367500.0,Dread
89523005.0,Dread
571954530.0,Dread
25130181.0,Dread
39950804.0,Dread
133285756.0,Dread
9433874.0,Dread
68643788.0,Dread
55675127.0,Dread
18720935.0,Dread
52205292.0,Dread
53980600.0,Dread
50813161.0,Dread
50174720.0,Dread
41465215.0,Dread
20525545.0,Dread
14135656.0,Dread
40522901.0,Dread
85639115.0,Dread
842942877.0,Dread
81062943.0,Dread
62717359.0,Dread
89973893.0,Dread
2357645.0,Dread
354113911.0,Dread
72317896.0,Dread
558192399.0,Dread
56201382.0,Dread
12262981.0,Dread
760963778.0,Dread
628995341.0,Dread
174505457.0,Dread
1611402.0,Dread
27138227.0,Dread
944015788.0,Dread
22359355.0,Dread
79411214.0,Dread
92792913.0,Dread
32175625.0,Dread
1013603.0,Dread
84793742.0,Dread
26399608.0,Dread
33062320.0,Dread
836901443.0,Dread
551913614.0,Dread
181044502.0,Dread
51246607.0,Dread
437116469.0,Dread
117583848.0,Dread
340625827.0,Dread
50836766.0,Dread
90394960.0,Dread
382573466.0,Dread
29214389.0,Dread
93192061.0,Dread
900525764.0,Dread
987806323.0,Dread
90645965.0,Dread
67350144.0,Dread
66831236.0,Dread
61014423.0,Dread
871145166.0,Dread
505909322.0,Dread
926563589.0,Dread
766756757.0,Dread
671071776.0,Dread
24514201.0,Dread
15533244.0,Dread
53552533.0,Dread
37660161.0,Dread
783260087.0,Dread
68079873.0,Dread
8263133.0,Dread
3706482.0,Dread
220940879.0,Dread
31500645.0,Dread
423140462.0,Dread
58919582.0,Dread
42332071.0,Dread
821048556.0,Dread
4951420.0,Dread
803296143.0,Dread
851756959.0,Dread
418216.0,Dread
53985311.0,Dread
39204820.0,Dread
13382411.0,Dread
23535219.0,Dread
162192722.0,Dread
867860858.0,Dread
588432863.0,Dread
138537950.0,Dread
875329508.0,Dread
418823950.0,Dread
74225690.0,Dread
3322207.0,Dread
794690171.0,Dread
15810571.0,Dread
26785844.0,Dread
127858698.0,Dread
94383039.0,Dread
38880781.0,Dread
405704341.0,Dread
1533681.0,Dread
167193272.0,Dread
55481245.0,Dread
55345961.0,Dread
6371412.0,Dread
39646317.0,Dread
164641035.0,Dread
476727652.0,Dread
26583987.0,Dread
998970648.0,Dread
72765675.0,Dread
12069836.0,Dread
38860430.0,Dread
88019880.0,Dread
420939735.0,Dread
83324245.0,Dread
40471206.0,Dread
483731357.0,Dread
85340943.0,Dread
380736215.0,Dread
386058512.0,Dread
6327449.0,Dread
471464301.0,Dread
92181198.0,Dread
46090848.0,Dread
85807008.0,Dread
78448597.0,Dread
334527091.0,Dread
75824015.0,Dread
995575392.0,Dread
65802567.0,Dread
38121737.0,Dread
917783392.0,Dread
85203161.0,Dread
476064938.0,Dread
29814498.0,Dread
932013721.0,Dread
215698471.0,Dread
630669571.0,Dread
58158951.0,Dread
77065738.0,Dread
25279761.0,Dread
13046841.0,Dread
482024671.0,Dread
28219433.0,Dread
538869340.0,Dread
164476619.0,Dread
938962151.0,Dread
81540682.0,Dread
632282874.0,Dread
85626450.0,Dread
7164664.0,Dread
88758499.0,Dread
66134434.0,Dread
249110588.0,Dread
324633251.0,Dread
8136486.0,Dread
26050872.0,Dread
751798054.0,Dread
734276106.0,Dread
724295166.0,Dread
12937060.0,Dread
89391731.0,Dread
376015651.0,Dread
64243207.0,Dread
33910599.0,Dread
98146056.0,Dread
961476962.0,Dread
662319263.0,Dread
57912359.0,Dread
957959089.0,Dread
82399418.0,Dread
645165216.0,Dread
545860149.0,Dread
184214299.0,Dread
16310445.0,Dread
583125241.0,Dread
429063597.0,Dread
812370440.0,Dread
626096368.0,Dread
48726667.0,Dread
37891118.0,Dread
17594403.0,Dread
800624306.0,Dread
68733628.0,Dread
363241575.0,Dread
445022184.0,Dread
378918877.0,Dread
91299553.0,Dread
920542777.0,Dread
82176883.0,Dread
974635354.0,Dread
727555595.0,Dread
2325926.0,Dread
891447720.0,Dread
839947721.0,Dread
53138337.0,Dread
442512498.0,Dread
597079378.0,Dread
866766286.0,Dread
526648705.0,Dread
9527354.0,Dread
565031765.0,Dread
65794350.0,Dread
126514697.0,Dread
24359515.0,Dread
61899030.0,Dread
41359580.0,Dread
81733908.0,Dread
628266171.0,Dread
42286974.0,Dread
605979052.0,Dread
537398619.0,Dread
222981813.0,Dread
93613261.0,Dread
99550488.0,Dread
26180460.0,Dread
645942168.0,Dread
489375232.0,Dread
432476710.0,Dread
87054061.0,Dread
16601148.0,Dread
21806145.0,Dread
975692692.0,Dread
55780876.0,Dread
12628192.0,Dread
734654898.0,Dread
908686890.0,Dread
58749718.0,Dread
540957643.0,Dread
88181927.0,Dread
855802504.0,Dread
249207665.0,Dread
33273412.0,Dread
14643340.0,Dread
417635164.0,Dread
56213892.0,Dread
961151151.0,Dread
919688107.0,Dread
96525638.0,Dread
220876882.0,Dread
730901436.0,Dread
18800194.0,Dread
441982549.0,Dread
7480389.0,Dread
641111233.0,Dread
29686689.0,Dread
803870460.0,Dread
7782228.0,Dread
957743935.0,Dread
79770879.0,Dread
26371705.0,Dread
51670299.0,Dread
483113128.0,Dread
228980833.0,Dread
7575459.0,Dread
71599928.0,Dread
48748590.0,Dread
82677850.0,Dread
59332405.0,Dread
55818691.0,Dread
826606984.0,Dread
4467986.0,Dread
86159901.0,Dread
61435413.0,Dread
61318574.0,Dread
989996119.0,Dread
45805124.0,Dread
83139671.0,Dread
504030276.0,Dread
671817855.0,Dread
9493804.0,Dread
26171485.0,Dread
39353563.0,Dread
991753878.0,Dread
854943420.0,Dread
79419968.0,Dread
85824999.0,Dread
35862137.0,Dread
98157055.0,Dread
25989680.0,Dread
18565625.0,Dread
417494070.0,Dread
923580319.0,Dread
284143042.0,Dread
57185486.0,Dread
94683636.0,Dread
399302272.0,Dread
814612561.0,Dread
363261003.0,Dread
68791038.0,Dread
21509259.0,Dread
768741795.0,Dread
624164989.0,Dread
708251783.0,Dread
483974216.0,Dread
54015053.0,Dread
64381992.0,Dread
985330182.0,Dread
63093013.0,Dread
72915453.0,Dread
6217515.0,Dread
991817845.0,Dread
665942041.0,Dread
410694369.0,Dread
5858586.0,Dread
962061922.0,Dread
13674526.0,Dread
25922168.0,Dread
1633360.0,Dread
51084739.0,Dread
26841816.0,Dread
891660987.0,Dread
776025778.0,Dread
41687269.0,Dread
284814443.0,Dread
83252339.0,Dread
26032466.0,Dread
45764347.0,Dread
18704787.0,Dread
17408862.0,Dread
389565924.0,Dread
43001749.0,Dread
81869171.0,Dread
51924864.0,Dread
44128216.0,Dread
789320550.0,Dread
66246825.0,Dread
283087517.0,Dread
62676967.0,Dread
389914279.0,Dread
688536757.0,Dread
96684184.0,Dread
97132653.0,Dread
917478651.0,Dread
76671392.0,Dread
81103744.0,Dread
370621057.0,Dread
524688088.0,Dread
56482901.0,Dread
91274012.0,Dread
83187443.0,Dread
181021478.0,Dread
835239317.0,Dread
5333499.0,Dread
82086085.0,Dread
469405236.0,Dread
470512815.0,Dread
445918286.0,Dread
43280803.0,Dread
73104056.0,Dread
1866853.0,Dread
359522949.0,Dread
860260460.0,Dread
20408075.0,Dread
112204612.0,Dread
447367840.0,Dread
564996164.0,Dread
24635548.0,Dread
678280201.0,Dread
216765760.0,Dread
19981269.0,Dread
32662001.0,Dread
14507778.0,Dread
78347676.0,Dread
41138400.0,Dread
52176164.0,Dread
833605580.0,Dread
31879575.0,Dread
43239685.0,Dread
20676450.0,Dread
31315773.0,Dread
536172932.0,Dread
4837858.0,Dread
39894150.0,Dread
86103705.0,Dread
82521621.0,Dread
316807981.0,Dread
63482012.0,Dread
94515153.0,Dread
238981066.0,Dread
3945667.0,Dread
495892144.0,Dread
419895298.0,Dread
234050501.0,Dread
679283155.0,Dread
157963096.0,Dread
50994768.0,Dread
311604893.0,Dread
66594115.0,Dread
84738847.0,Dread
555236279.0,Dread
70787669.0,Dread
42779430.0,Dread
261810920.0,Dread
4352273.0,Dread
57158283.0,Dread
964242947.0,Dread
942603534.0,Dread
402119872.0,Dread
630397922.0,Dread
541218585.0,Dread
741405965.0,Dread
94307597.0,Dread
14747895.0,Dread
763584468.0,Dread
587986401.0,Dread
42604208.0,Dread
74654707.0,Dread
17671688.0,Dread
218563092.0,Dread
16851642.0,Dread
66453475.0,Dread
435301421.0,Dread
88639328.0,Dread
326477735.0,Dread
767785974.0,Dread
87865702.0,Dread
477417025.0,Dread
87674566.0,Dread
335976561.0,Dread
65565230.0,Dread
2717913.0,Dread
683974018.0,Dread
78279915.0,Dread
716202358.0,Dread
6958116.0,Dread
285093620.0,Dread
652612854.0,Dread
65164843.0,Dread
55737267.0,Dread
83896866.0,Dread
92054118.0,Dread
718827478.0,Dread
9422423.0,Dread
34786583.0,Dread
701709320.0,Dread
379030519.0,Dread
194085771.0,Dread
35365823.0,Dread
56506937.0,Dread
90899129.0,Dread
654643523.0,Dread
981208308.0,Dread
14377889.0,Dread
67688369.0,Dread
868671264.0,Dread
684870963.0,Dread
143705222.0,Dread
741340083.0,Dread
78681742.0,Dread
904371376.0,Dread
17716265.0,Dread
64813451.0,Dread
87464454.0,Dread
980695314.0,Dread
298593.0,Dread
66216404.0,Dread
40761960.0,Dread
20645443.0,Dread
110562784.0,Dread
544864042.0,Dread
7771987.0,Dread
81502697.0,Dread
73363840.0,Dread
71331988.0,Dread
62421344.0,Dread
38784294.0,Dread
10873140.0,Dread
30202880.0,Dread
95076048.0,Dread
13454209.0,Dread
61933116.0,Dread
904123222.0,Dread
91532719.0,Dread
10632104.0,Dread
51646242.0,Dread
748930576.0,Dread
2871164.0,Dread
8452438.0,Dread
46198688.0,Dread
65174433.0,Dread
299674857.0,Dread
306578553.0,Dread
931104417.0,Dread
611653120.0,Dread
90015879.0,Dread
484412953.0,Dread
329959231.0,Dread
46808961.0,Dread
44590204.0,Dread
369494732.0,Dread
90833630.0,Dread
84153314.0,Dread
248975431.0,Dread
12148387.0,Dread
94274856.0,Dread
930697092.0,Dread
46578720.0,Dread
139672771.0,Dread
648213444.0,Dread
92991183.0,Dread
484825470.0,Dread
91085520.0,Dread
509474690.0,Dread
81748980.0,Dread
526453517.0,Dread
89986282.0,Dread
62621618.0,Dread
29054059.0,Dread
120718347.0,Dread
2290304.0,Dread
70492756.0,Dread
3424765.0,Dread
24870825.0,Dread
327423801.0,Dread
77720830.0,Dread
28449411.0,Dread
952056770.0,Dread
929122039.0,Dread
507929702.0,Dread
29615805.0,Dread
17165316.0,Dread
126529768.0,Dread
594154497.0,Dread
810568004.0,Dread
67397090.0,Dread
755869819.0,Dread
1850938.0,Dread
34035820.0,Dread
618833544.0,Dread
78662974.0,Dread
676776559.0,Dread
90666955.0,Dread
93744120.0,Dread
140718028.0,Dread
54486535.0,Dread
1343120.0,Dread
17085855.0,Dread
8213587.0,Dread
68960012.0,Dread
97526304.0,Dread
442062545.0,Dread
88603194.0,Dread
54257139.0,Dread
29451316.0,Dread
79766640.0,Dread
596713465.0,Dread
48255523.0,Dread
3131396.0,Dread
63080567.0,Dread
88970319.0,Dread
17195387.0,Dread
51337799.0,Dread
398064195.0,Dread
30677818.0,Dread
8503081.0,Dread
77419627.0,Dread
118340930.0,Dread
92046254.0,Dread
37387209.0,Dread
9119028.0,Dread
58397513.0,Dread
441411549.0,Dread
558424924.0,Dread
596662522.0,Dread
31618754.0,Dread
79149294.0,Dread
64106830.0,Dread
116150949.0,Dread
836832657.0,Dread
867626956.0,Dread
160415271.0,Dread
223900938.0,Dread
61418500.0,Dread
57726118.0,Dread
57477426.0,Dread
389449579.0,Dread
23584464.0,Dread
33275893.0,Dread
3023053.0,Dread
22143242.0,Dread
654569136.0,Dread
166874670.0,Dread
74737690.0,Dread
136194037.0,Dread
683495217.0,Dread
23083370.0,Dread
